number,value,datetime_start,datetime_complete,duration,params_alpha,params_balancing,params_booster,params_colsample_bytree,params_contrast_method,params_eta,params_eval_metric,params_feature_selection,params_gamma,params_lambda,params_max_depth,params_min_child_weight,params_num_round,params_number_features,params_objective,params_rate_drop,params_single_precision_histogram,params_subsample,params_tree_method,params_verbosity,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_contrast_encoding_method,user_attrs_damping,user_attrs_feature_selection,user_attrs_number_features,user_attrs_scaling_indicator,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
0,0.19061855508977657,2022-10-19 11:48:13.164323,2022-10-19 11:48:29.706525,0 days 00:00:16.542202,36.58201619571843,smoteen,gbtree,0.5756230914160778,Backward Difference,0.2728673568062522,aucpr,Lasso,1.2529078326418606,867.5657456630031,10,6.934884882255505,100,16.0,binary:logistic,,True,0.7531923985828232,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=867.5657456630031,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=10,
                                                                 max_leaves=None,
                                                                 min_child_weight=6.934884882255505,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=16))])",smoteen,no,Backward Difference,,Lasso,16.0,no,0.4679468495097618,0.3535987265221701,0.20411839540981522,0.3540468500728379,0.4679468495097618,0.2561029511763906,0.19061855508977657,0.012362226652706443,0.2580968158558304,0.2561029511763906,COMPLETE
1,0.2543452563031711,2022-10-19 11:48:29.875404,2022-10-19 11:48:48.621443,0 days 00:00:18.746039,0.2998278320976228,no,gbtree,0.8180457691764822,Backward Difference,0.14547820363478853,aucpr,BorutaShap,2.473300242012974,0.8845190447912308,1,64.79839508949989,100,,binary:logistic,,True,0.9816648291933787,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                                                 gpu_id=None,
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=0.8845190447912308,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=1,
                                                                 max_leaves=None,
                                                                 min_child_weight=64.79839508949989,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...)))])",no,no,Backward Difference,,BorutaShap,,no,0.4318097884426475,0.3049497964848542,0.1976513272857656,0.3182776467266664,0.4318097884426475,0.3110555782220409,0.2543452563031711,0.11716692221361936,0.2765841556941546,0.3110555782220409,COMPLETE
2,0.23490743281677742,2022-10-19 11:48:48.797728,2022-10-19 11:49:37.965346,0 days 00:00:49.167618,36.039968249365174,no,dart,0.8069034650101861,Backward Difference,0.33517750842786503,aucpr,FeatureImportance_ET,6.45416018719052,1.4719134755714305,5,0.18086110921005494,100,25.0,binary:logistic,0.006713737181823131,True,0.6239137083031452,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=1.4719134755714305,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=5,
                                                                 max_leaves=None,
                                                                 min_child_weight=0.18086110921005494,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=25))])",no,no,Backward Difference,,FeatureImportance_ET,25.0,no,0.2978175754060325,0.24624644362571532,0.054806350881371924,0.22583206267372713,0.2978175754060325,0.2665895061728395,0.23490743281677742,0.02684213707723433,0.21879679032489754,0.2665895061728395,COMPLETE
3,0.2536957160682338,2022-10-19 11:49:38.120535,2022-10-19 11:49:42.718373,0 days 00:00:04.597838,0.7039313338109634,no,gbtree,0.8398046924469257,Helmert,0.1163931725940201,aucpr,FeatureImportance_ET,0.10358362648877652,0.22084789574957864,4,0.499053402636082,100,3.0,binary:logistic,,True,0.752009252760742,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=0.22084789574957864,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=4,
                                                                 max_leaves=None,
                                                                 min_child_weight=0.499053402636082,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=3))])",no,no,Helmert,,FeatureImportance_ET,3.0,no,0.7834304390991131,0.5202013500503595,0.4015422822223728,0.46509216390148106,0.7834304390991131,0.2869269156957855,0.2536957160682338,0.08584016800443321,0.2729959685523252,0.2869269156957855,COMPLETE
4,0.25516303171186666,2022-10-19 11:49:42.883442,2022-10-19 11:50:03.090442,0 days 00:00:20.207000,2.6394938042194647,no,dart,0.5481390983549954,Backward Difference,0.13527225939740295,aucpr,ANOVA,4.148762326769556,179.60496801902553,3,40.188011769867735,100,8.0,binary:logistic,0.6476545523889669,True,0.9699485542260512,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=179.60496801902553,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=3,
                                                                 max_leaves=None,
                                                                 min_child_weight=40.188011769867735,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=8))])",no,no,Backward Difference,,ANOVA,8.0,no,0.46633930263328954,0.31593180518588715,0.19848200276219904,0.32577990423111336,0.46633930263328954,0.3224053485349895,0.25516303171186666,0.11823227322234435,0.2795139327965415,0.3224053485349895,COMPLETE
5,0.09526414135562129,2022-10-19 11:50:03.258524,2022-10-19 11:50:10.249019,0 days 00:00:06.990495,1.1780751095000568,smoteen,gbtree,0.8472520572527735,Backward Difference,0.36074660228880784,aucpr,MutualInformation,0.7748297307477117,95.97181607200149,9,11.309911904280387,100,8.0,binary:logistic,,True,0.883063726342064,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=95.97181607200149,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=9,
                                                                 max_leaves=None,
                                                                 min_child_weight=11.309911904280387,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=8))])",smoteen,no,Backward Difference,,MutualInformation,8.0,no,0.43807361764517944,0.2662031794662482,0.13864218337905762,0.38498104858310045,0.43807361764517944,0.24955715354277164,0.09526414135562129,0.0015512682235167413,0.25326794192641566,0.24955715354277164,COMPLETE
6,0.06873821437608772,2022-10-19 11:50:10.422637,2022-10-19 11:51:01.692487,0 days 00:00:51.269850,5.380422510532738,smoteen,dart,0.7134135651309252,Helmert,0.10403245945744187,aucpr,ANOVA,3.3801860079761163,2.2064683326116388,10,0.6618343872576353,100,13.0,binary:logistic,0.003751244110995145,True,0.5877125399766212,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=2.2064683326116388,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=10,
                                                                 max_leaves=None,
                                                                 min_child_weight=0.6618343872576353,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=13))])",smoteen,no,Helmert,,ANOVA,13.0,no,0.33070843298881153,0.17409714499435092,0.06621112160378943,0.3353680723131349,0.33070843298881153,0.25011522130045183,0.06873821437608772,0.011346483025955168,0.21593478529563062,0.25011522130045183,COMPLETE
7,0.29363609003106167,2022-10-19 11:51:01.854697,2022-10-19 11:51:18.856987,0 days 00:00:17.002290,8.61444620627157,no,gbtree,0.7344659125841444,Helmert,0.4024311383591036,aucpr,BorutaShap,1.731504659578251,0.1577264532000003,5,0.22909901461932,100,,binary:logistic,,True,0.8918098657195069,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                                                 gpu_id=None,
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=0.1577264532000003,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=5,
                                                                 max_leaves=None,
                                                                 min_child_weight=0.22909901461932,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...)))])",no,no,Helmert,,BorutaShap,,no,0.5856320778719668,0.4191734222345298,0.2756733497955122,0.39943663723759365,0.5856320778719668,0.35538772912038924,0.29363609003106167,0.1451383838183716,0.3048921108344355,0.35538772912038924,COMPLETE
8,0.06722990145485576,2022-10-19 11:51:19.014391,2022-10-19 11:51:25.575242,0 days 00:00:06.560851,2.1841132223058732,smoteen,gbtree,0.9824329668514368,Polynomial,0.38798912708632727,aucpr,MutualInformation,18.678646917086596,2.666273763075713,6,0.7139506747713724,100,19.0,binary:logistic,,True,0.5706704498258072,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports...
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=2.666273763075713,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=6,
                                                                 max_leaves=None,
                                                                 min_child_weight=0.7139506747713724,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...),
                                             number=19))])",smoteen,no,Polynomial,,MutualInformation,19.0,no,0.3527619971035591,0.14387563187045382,0.0516486469300898,0.23040263377993406,0.3527619971035591,0.2800804093567251,0.06722990145485576,0.02024999504326819,0.1214874842881951,0.2800804093567251,COMPLETE
9,0.22878350763312896,2022-10-19 11:51:25.757190,2022-10-19 11:51:31.816174,0 days 00:00:06.058984,66.4886447365745,no,gbtree,0.659840434684122,Polynomial,0.12183706752334003,aucpr,FeatureWiz,0.403039241425441,26.47305602241626,2,939.5319758580657,100,,binary:logistic,,True,0.7639828208683175,gpu_hist,0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports_in_week', 'Internet_in_week',
                                         'Tired_in_week'...
                                                                 gpu_id=None,
                                                                 grow_policy=None,
                                                                 importance_type=None,
                                                                 interaction_constraints=None,
                                                                 lambdas=26.47305602241626,
                                                                 learning_rate=None,
                                                                 max_bin=None,
                                                                 max_cat_to_onehot=None,
                                                                 max_delta_step=None,
                                                                 max_depth=2,
                                                                 max_leaves=None,
                                                                 min_child_weight=939.5319758580657,
                                                                 missing=nan,
                                                                 monotone_constraints=None,
                                                                 n_estimators=100,
                                                                 n_jobs=None,
                                                                 num_parallel_tree=None,
                                                                 num_round=100, ...)))])",no,no,Polynomial,,FeatureWiz,,no,0.25,0.22878357143713943,0.0,0.2108865378343118,0.25,0.25,0.22878350763312896,0.0,0.21088643790849673,0.25,COMPLETE
