number,value,datetime_start,datetime_complete,duration,params_balancing,params_contrast_method,params_feature_selection,params_learning_rate,params_n_estimators,params_number_features,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_contrast_encoding_method,user_attrs_damping,user_attrs_feature_selection,user_attrs_number_features,user_attrs_scaling_indicator,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
10,0.25371117786964176,2022-10-19 10:24:50.383855,2022-10-19 10:24:52.817178,0 days 00:00:02.433323,no,Helmert,ANOVA,0.11491944749850198,100,27.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.11491944749850198,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=27))])",no,no,Helmert,,ANOVA,27.0,no,0.27554194531640963,0.2703434301257919,0.11615419524307062,0.3619728180465489,0.27554194531640963,0.26342592592592595,0.25371117786964176,0.0998689035599073,0.37810545970356646,0.26342592592592595,COMPLETE
11,0.25648125568793434,2022-10-19 10:24:52.977419,2022-10-19 10:24:56.108836,0 days 00:00:03.131417,no,Polynomial,MutualInformation,0.525502381850183,100,16.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports_in_week', 'Internet_in_week',
                                         'Tired_in_week'...
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='MutualInformation',
                                             model=AdaBoostClassifier(learning_rate=0.525502381850183,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=16))])",no,no,Polynomial,,MutualInformation,16.0,no,0.33904256627162205,0.3393393946111071,0.08818615088234509,0.3562381686546892,0.33904256627162205,0.26568445230215937,0.25648125568793434,0.019101549756229175,0.27106075757678455,0.26568445230215937,COMPLETE
12,0.2592182912042324,2022-10-19 10:24:56.273060,2022-10-19 10:24:59.014133,0 days 00:00:02.741073,no,Polynomial,FeatureImportance_ET,0.10402031318393551,100,17.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports_in_week', 'Internet_in_week',
                                         'Tired_in_week'...
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=AdaBoostClassifier(learning_rate=0.10402031318393551,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=17))])",no,no,Polynomial,,FeatureImportance_ET,17.0,no,0.27237609564320703,0.26397902354820735,0.10796779274582687,0.3311594370832872,0.27237609564320703,0.2681309216192937,0.2592182912042324,0.06633278781794012,0.2947219488188976,0.2681309216192937,COMPLETE
13,0.29432298052151046,2022-10-19 10:24:59.158989,2022-10-19 10:25:01.517840,0 days 00:00:02.358851,no,Polynomial,ANOVA,0.46376157734659934,100,8.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports_in_week', 'Internet_in_week',
                                         'Tired_in_week'...
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.46376157734659934,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=8))])",no,no,Polynomial,,ANOVA,8.0,no,0.3816362079118835,0.37589670600738484,0.1950468819867793,0.4083912618842018,0.3816362079118835,0.2905997363132206,0.29432298052151046,0.09714894395952763,0.33426760116378756,0.2905997363132206,COMPLETE
14,0.29313291368104294,2022-10-19 10:25:01.665425,2022-10-19 10:25:03.991943,0 days 00:00:02.326518,no,Polynomial,ANOVA,0.43439408284658687,100,6.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports_in_week', 'Internet_in_week',
                                         'Tired_in_week'...
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.43439408284658687,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=6))])",no,no,Polynomial,,ANOVA,6.0,no,0.3111631576467685,0.31219280375336556,0.1699732331650821,0.3466512637865609,0.3111631576467685,0.306438792934101,0.29313291368104294,0.12094164473420044,0.30703170219739606,0.306438792934101,COMPLETE
15,0.2666003705340519,2022-10-19 10:25:04.149561,2022-10-19 10:25:09.696613,0 days 00:00:05.547052,no,Polynomial,Lasso,0.8702360410507983,100,3.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports_in_week', 'Internet_in_week',
                                         'Tired_in_week'...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='Lasso',
                                             model=AdaBoostClassifier(learning_rate=0.8702360410507983,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=3))])",no,no,Polynomial,,Lasso,3.0,no,0.3411674325767747,0.3338568149335539,0.12805429757673434,0.3799726050800971,0.3411674325767747,0.2761071633649153,0.2666003705340519,0.06987983815388103,0.2826239541056675,0.2761071633649153,COMPLETE
16,0.31150342219105437,2022-10-19 10:25:09.847787,2022-10-19 10:25:12.209909,0 days 00:00:02.362122,no,Backward Difference,ANOVA,0.7505697360981385,100,7.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.7505697360981385,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=7))])",no,no,Backward Difference,,ANOVA,7.0,no,0.3547300202512374,0.3384684643738855,0.13515936726736905,0.35316651248273234,0.3547300202512374,0.31227144627287423,0.31150342219105437,0.07680776445995932,0.3461465043346079,0.31227144627287423,COMPLETE
17,0.3380247810208085,2022-10-19 10:25:12.380289,2022-10-19 10:25:14.616440,0 days 00:00:02.236151,no,Backward Difference,ANOVA,0.7279251689180937,100,8.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.7279251689180937,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=8))])",no,no,Backward Difference,,ANOVA,8.0,no,0.35180108199505633,0.34702224642419593,0.14327251876815747,0.3600495241806709,0.35180108199505633,0.3418045544524533,0.3380247810208085,0.132869050610978,0.34416879291879293,0.3418045544524533,COMPLETE
18,0.22872258555055439,2022-10-19 10:25:14.779882,2022-10-19 10:25:16.946029,0 days 00:00:02.166147,no,Backward Difference,ANOVA,0.6752898192555332,100,1.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=AdaBoostClassifier(learning_rate=0.6752898192555332,
                                                                      n_estimators=100,
                                                                      random_state=120),
                                             number=1))])",no,no,Backward Difference,,ANOVA,1.0,no,0.2652805263636777,0.2549244330795864,0.08367376881727784,0.3225877570532644,0.2652805263636777,0.24922839506172836,0.22872258555055439,0.028587090910442203,0.2113371567335762,0.24922839506172836,COMPLETE
19,0.2422013385668277,2022-10-19 10:25:17.104784,2022-10-19 10:25:22.380073,0 days 00:00:05.275289,no,Backward Difference,FeatureWiz,0.7081737890116746,100,,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=AdaBoostClassifier(learning_rate=0.7081737890116746,
                                                                      n_estimators=100,
                                                                      random_state=120)))])",no,no,Backward Difference,,FeatureWiz,,no,0.3543740463792157,0.38604790289476165,0.2005058564825826,0.5557457830826036,0.3543740463792157,0.2385676859029572,0.2422013385668277,0.003964583285353348,0.30601989702985016,0.2385676859029572,COMPLETE
