number,value,datetime_start,datetime_complete,duration,params_balancing,params_ccp_alpha,params_contrast_method,params_feature_selection,params_learning_rate,params_loss,params_max_features,params_n_estimators,params_number_features,params_subsample,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_contrast_encoding_method,user_attrs_damping,user_attrs_feature_selection,user_attrs_number_features,user_attrs_scaling_indicator,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
10,0.2695426636480681,2022-10-19 10:55:45.430720,2022-10-19 10:55:48.812447,0 days 00:00:03.381727,no,0.0541905564012861,Helmert,MutualInformation,0.02014250145213825,log_loss,sqrt,100,26.0,0.5174645688708607,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='MutualInformation',
                                             model=GradientBoostingClassifier(ccp_alpha=0.0541905564012861,
                                                                              learning_rate=0.02014250145213825,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.5174645688708607),
                                             number=26))])",no,no,Helmert,,MutualInformation,26.0,no,0.3590364026507742,0.2995198803742221,0.17838670002892332,0.273105333622682,0.3590364026507742,0.310567398794143,0.2695426636480681,0.14732102693845203,0.25118534545316756,0.310567398794143,COMPLETE
11,0.15606201284864185,2022-10-19 10:55:48.972783,2022-10-19 10:55:54.243292,0 days 00:00:05.270509,no,0.038166772085830136,Helmert,FeatureWiz,0.05383721155201849,log_loss,sqrt,100,,0.7739613786976642,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=GradientBoostingClassifier(ccp_alpha=0.038166772085830136,
                                                                              learning_rate=0.05383721155201849,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.7739613786976642)))])",no,no,Helmert,,FeatureWiz,,no,0.33187051696161834,0.1803451838722759,0.05349509175815178,0.1889624836857523,0.33187051696161834,0.29880479332233717,0.15606201284864185,0.03799667947802372,0.1736441778130121,0.29880479332233717,COMPLETE
12,0.32071543978956113,2022-10-19 10:55:54.405036,2022-10-19 10:55:57.512500,0 days 00:00:03.107464,no,0.014234115515594531,Backward Difference,MutualInformation,0.01250091639978462,log_loss,sqrt,100,27.0,0.5370069703186224,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='MutualInformation',
                                             model=GradientBoostingClassifier(ccp_alpha=0.014234115515594531,
                                                                              learning_rate=0.01250091639978462,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.5370069703186224),
                                             number=27))])",no,no,Backward Difference,,MutualInformation,27.0,no,0.6083957868269035,0.4566105837375211,0.32207658140356504,0.41926752140605106,0.6083957868269035,0.37959059532651945,0.32071543978956113,0.15875748551403393,0.3343954336251967,0.37959059532651945,COMPLETE
13,0.2748233270035781,2022-10-19 10:55:57.670864,2022-10-19 10:56:01.213420,0 days 00:00:03.542556,no,0.0025126344864785325,Backward Difference,MutualInformation,0.010532024563694198,log_loss,sqrt,100,4.0,0.5156075224326149,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='MutualInformation',
                                             model=GradientBoostingClassifier(ccp_alpha=0.0025126344864785325,
                                                                              learning_rate=0.010532024563694198,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.5156075224326149),
                                             number=4))])",no,no,Backward Difference,,MutualInformation,4.0,no,0.4888078215633263,0.39086859922961353,0.22926130951564336,0.3808296434099305,0.4888078215633263,0.31033908480868905,0.2748233270035781,0.09970565258993756,0.2926025220171258,0.31033908480868905,COMPLETE
14,0.034456546426320366,2022-10-19 10:56:01.372178,2022-10-19 10:56:08.108862,0 days 00:00:06.736684,smoteen,0.01260840341469203,Backward Difference,MutualInformation,0.01964558950334846,log_loss,sqrt,100,17.0,0.6765693264133285,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='MutualInformation',
                                             model=GradientBoostingClassifier(ccp_alpha=0.01260840341469203,
                                                                              learning_rate=0.01964558950334846,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.6765693264133285),
                                             number=17))])",smoteen,no,Backward Difference,,MutualInformation,17.0,no,0.26830305222808976,0.0906015729149462,0.017661752274899693,0.19558687815946152,0.26830305222808976,0.23070987654320987,0.034456546426320366,-0.006520958943322004,0.12142730468873596,0.23070987654320987,COMPLETE
15,0.2512013411927169,2022-10-19 10:56:08.270374,2022-10-19 10:56:27.062648,0 days 00:00:18.792274,no,0.033400909421591726,Backward Difference,BorutaShap,0.03332738967778198,log_loss,sqrt,100,,0.5699244844504835,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='BorutaShap',
                                             model=GradientBoostingClassifier(ccp_alpha=0.033400909421591726,
                                                                              learning_rate=0.03332738967778198,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.5699244844504835)))])",no,no,Backward Difference,,BorutaShap,,no,0.45178669643272595,0.2985249118555857,0.22282049222207115,0.31876812810635885,0.45178669643272595,0.3380880064070599,0.2512013411927169,0.12024010925104944,0.3077047143722788,0.3380880064070599,COMPLETE
16,0.21339341851946958,2022-10-19 10:56:27.233212,2022-10-19 10:56:29.910090,0 days 00:00:02.676878,no,0.033628288448892096,Helmert,ANOVA,0.010303262697761781,log_loss,sqrt,100,19.0,0.5908082214587204,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=GradientBoostingClassifier(ccp_alpha=0.033628288448892096,
                                                                              learning_rate=0.010303262697761781,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.5908082214587204),
                                             number=19))])",no,no,Helmert,,ANOVA,19.0,no,0.4433698210744296,0.2641760008557106,0.18138369083550013,0.300982039370193,0.4433698210744296,0.32008921150853015,0.21339341851946958,0.1071386011474464,0.2578613518310013,0.32008921150853015,COMPLETE
17,0.0349275880564992,2022-10-19 10:56:30.057079,2022-10-19 10:56:35.859141,0 days 00:00:05.802062,smoteen,0.05435886923211075,Backward Difference,FeatureImportance_ET,0.010303767136836098,log_loss,sqrt,100,21.0,0.5033655324064937,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=GradientBoostingClassifier(ccp_alpha=0.05435886923211075,
                                                                              learning_rate=0.010303767136836098,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.5033655324064937),
                                             number=21))])",smoteen,no,Backward Difference,,FeatureImportance_ET,21.0,no,0.2766579995077334,0.08482846638310963,0.025179137690972145,0.19196545762333514,0.2766579995077334,0.23657407407407408,0.0349275880564992,-0.009404012431733765,0.03622031190580576,0.23657407407407408,COMPLETE
18,0.2840522766569396,2022-10-19 10:56:36.015444,2022-10-19 10:56:39.707584,0 days 00:00:03.692140,no,0.012982167088958944,Helmert,MutualInformation,0.023619482210663765,log_loss,sqrt,100,21.0,0.6221332665089058,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='MutualInformation',
                                             model=GradientBoostingClassifier(ccp_alpha=0.012982167088958944,
                                                                              learning_rate=0.023619482210663765,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.6221332665089058),
                                             number=21))])",no,no,Helmert,,MutualInformation,21.0,no,0.5960883795037439,0.4296206574962514,0.3101105585842285,0.3989703670521396,0.5960883795037439,0.3386632338565223,0.2840522766569396,0.13725168560914966,0.30080666305501735,0.3386632338565223,COMPLETE
19,0.18684230003323724,2022-10-19 10:56:39.890116,2022-10-19 10:56:43.371506,0 days 00:00:03.481390,no,0.045726738374818214,Polynomial,MutualInformation,0.010221311878517414,log_loss,sqrt,100,22.0,0.5806860489190163,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports_in_week', 'Internet_in_week',
                                         'Tired_in_week'...
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='MutualInformation',
                                             model=GradientBoostingClassifier(ccp_alpha=0.045726738374818214,
                                                                              learning_rate=0.010221311878517414,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.5806860489190163),
                                             number=22))])",no,no,Polynomial,,MutualInformation,22.0,no,0.37586549705385286,0.22916872021621779,0.14759399736681722,0.243302883387798,0.37586549705385286,0.2754593741027849,0.18684230003323724,0.07623752856830161,0.17860947196692503,0.2754593741027849,COMPLETE
