number,value,datetime_start,datetime_complete,duration,params_balancing,params_ccp_alpha,params_contrast_method,params_feature_selection,params_learning_rate,params_loss,params_max_features,params_n_estimators,params_number_features,params_subsample,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_contrast_encoding_method,user_attrs_damping,user_attrs_feature_selection,user_attrs_number_features,user_attrs_scaling_indicator,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
0,0.04867688495550553,2022-10-19 10:43:14.009003,2022-10-19 10:43:18.727372,0 days 00:00:04.718369,smoteen,0.06779555482085757,Polynomial,ANOVA,0.05724035909349452,log_loss,sqrt,100,29.0,0.7704139393623515,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports...
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=GradientBoostingClassifier(ccp_alpha=0.06779555482085757,
                                                                              learning_rate=0.05724035909349452,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.7704139393623515),
                                             number=29))])",smoteen,no,Polynomial,,ANOVA,29.0,no,0.26174858135937695,0.04821036906081008,0.0010261701589146359,0.13896725045262942,0.26174858135937695,0.24529914529914532,0.04867688495550553,0.003813325277499209,0.04452690191532973,0.24529914529914532,COMPLETE
1,0.029187928854658,2022-10-19 10:43:18.891144,2022-10-19 10:43:21.847785,0 days 00:00:02.956641,no,0.05954774279919228,Sum,FeatureImportance_ET,0.29444640328878796,log_loss,sqrt,100,30.0,0.7288397478567393,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_week', 'Internet_in_week',
                                  'Tired_in_week', 'Conce...
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=GradientBoostingClassifier(ccp_alpha=0.05954774279919228,
                                                                              learning_rate=0.29444640328878796,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.7288397478567393),
                                             number=30))])",no,no,Sum,,FeatureImportance_ET,30.0,no,0.27,0.034251930359235454,0.0015787092039253126,0.01833027440018465,0.27,0.23263888888888892,0.029187928854658,-0.008847494543396067,0.015621614887993414,0.23263888888888892,COMPLETE
2,0.14066464850130622,2022-10-19 10:43:22.003879,2022-10-19 10:43:30.281802,0 days 00:00:08.277923,smoteen,0.07102534684712332,Polynomial,FeatureWiz,0.013255225222300071,log_loss,sqrt,100,,0.7312161762767296,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports...
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=GradientBoostingClassifier(ccp_alpha=0.07102534684712332,
                                                                              learning_rate=0.013255225222300071,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.7312161762767296)))])",smoteen,no,Polynomial,,FeatureWiz,,no,0.44650239887408044,0.30803080906890784,0.11542831054735958,0.31813069557735113,0.44650239887408044,0.25246720333929634,0.14066464850130622,0.002657425265540229,0.1489560442552349,0.25246720333929634,COMPLETE
3,0.11452255141651713,2022-10-19 10:43:30.436913,2022-10-19 10:43:36.366178,0 days 00:00:05.929265,no,0.045674108405232,Polynomial,Lasso,0.12884106898460615,log_loss,sqrt,100,10.0,0.8624630856232463,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports_in_week', 'Internet_in_week',
                                         'Tired_in_week'...
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='Lasso',
                                             model=GradientBoostingClassifier(ccp_alpha=0.045674108405232,
                                                                              learning_rate=0.12884106898460615,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.8624630856232463),
                                             number=10))])",no,no,Polynomial,,Lasso,10.0,no,0.30604166666666666,0.14712185504438888,0.04117133476040808,0.12584612978933776,0.30604166666666666,0.2597222222222222,0.11452255141651713,0.006243704567918155,0.09994239687576274,0.2597222222222222,COMPLETE
4,0.30005054859710395,2022-10-19 10:43:36.512688,2022-10-19 10:43:42.009725,0 days 00:00:05.497037,no,0.014058036554451925,Helmert,FeatureWiz,0.07745501763143287,log_loss,sqrt,100,,0.6814302436172056,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=GradientBoostingClassifier(ccp_alpha=0.014058036554451925,
                                                                              learning_rate=0.07745501763143287,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.6814302436172056)))])",no,no,Helmert,,FeatureWiz,,no,0.6486889302565394,0.4675944481711511,0.3206552518442788,0.4391668543421637,0.6486889302565394,0.3717065306212593,0.30005054859710395,0.18422992021614448,0.3168855013732586,0.3717065306212593,COMPLETE
5,0.1307853143327403,2022-10-19 10:43:42.161391,2022-10-19 10:43:50.100218,0 days 00:00:07.938827,smoteen,0.07481257544322646,Sum,FeatureWiz,0.17262202511751337,log_loss,sqrt,100,,0.9760032319422911,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_wee...
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=GradientBoostingClassifier(ccp_alpha=0.07481257544322646,
                                                                              learning_rate=0.17262202511751337,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.9760032319422911)))])",smoteen,no,Sum,,FeatureWiz,,no,0.43993972463533515,0.3160321157255732,0.11212084008550689,0.35090888514481655,0.43993972463533515,0.2671151361558339,0.1307853143327403,0.0016186897710475648,0.141658910771814,0.2671151361558339,COMPLETE
6,0.03764665857561411,2022-10-19 10:43:50.258695,2022-10-19 10:43:55.888459,0 days 00:00:05.629764,smoteen,0.09118920456532524,Backward Difference,FeatureImportance_ET,0.25553717813207716,log_loss,sqrt,100,29.0,0.5694800763103314,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=GradientBoostingClassifier(ccp_alpha=0.09118920456532524,
                                                                              learning_rate=0.25553717813207716,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.5694800763103314),
                                             number=29))])",smoteen,no,Backward Difference,,FeatureImportance_ET,29.0,no,0.24190891472868215,0.08513080708111055,0.012314019488149119,0.12653530313819475,0.24190891472868215,0.23974358974358975,0.03764665857561411,0.0007383762082483354,0.07960546451529359,0.23974358974358975,COMPLETE
7,0.22239300892328537,2022-10-19 10:43:56.051500,2022-10-19 10:43:59.607622,0 days 00:00:03.556122,no,0.03336563533904877,Helmert,MutualInformation,0.010148580044713744,log_loss,sqrt,100,25.0,0.5489109244008293,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='MutualInformation',
                                             model=GradientBoostingClassifier(ccp_alpha=0.03336563533904877,
                                                                              learning_rate=0.010148580044713744,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.5489109244008293),
                                             number=25))])",no,no,Helmert,,MutualInformation,25.0,no,0.5008019591179698,0.33320828001999425,0.2057698381311582,0.3436630099569958,0.5008019591179698,0.29448930519666955,0.22239300892328537,0.09879378018126965,0.27306854945840664,0.29448930519666955,COMPLETE
8,0.15861889052928402,2022-10-19 10:43:59.783411,2022-10-19 10:44:18.365313,0 days 00:00:18.581902,smoteen,0.07608631399021916,Sum,Lasso,0.0859466974261573,log_loss,sqrt,100,8.0,0.6436794500808801,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_wee...
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='Lasso',
                                             model=GradientBoostingClassifier(ccp_alpha=0.07608631399021916,
                                                                              learning_rate=0.0859466974261573,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.6436794500808801),
                                             number=8))])",smoteen,no,Sum,,Lasso,8.0,no,0.3135315158546017,0.21010710521036183,0.0667343153150191,0.2178701660739729,0.3135315158546017,0.24765826873385013,0.15861889052928402,0.007868417094583507,0.17764262800593053,0.24765826873385013,COMPLETE
9,0.037503965190730786,2022-10-19 10:44:18.521258,2022-10-19 10:44:21.444571,0 days 00:00:02.923313,no,0.03935438316607551,Polynomial,FeatureImportance_ET,0.010871329728381977,log_loss,sqrt,100,26.0,0.7924870258411902,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports_in_week', 'Internet_in_week',
                                         'Tired_in_week'...
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=GradientBoostingClassifier(ccp_alpha=0.03935438316607551,
                                                                              learning_rate=0.010871329728381977,
                                                                              max_features='sqrt',
                                                                              random_state=120,
                                                                              subsample=0.7924870258411902),
                                             number=26))])",no,no,Polynomial,,FeatureImportance_ET,26.0,no,0.2841666666666667,0.06996801216485697,0.028434718201850836,0.06464394387965523,0.2841666666666667,0.24513888888888888,0.037503965190730786,-0.01851268197980967,0.027477124183006536,0.24513888888888888,COMPLETE
