number,value,datetime_start,datetime_complete,duration,params_balancing,params_contrast_method,params_feature_selection,params_leaf_size,params_n_jobs,params_n_neighbors,params_number_features,params_p,params_weights,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_contrast_encoding_method,user_attrs_damping,user_attrs_feature_selection,user_attrs_number_features,user_attrs_scaling_indicator,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
10,0.2501945569306129,2022-10-18 22:43:25.852897,2022-10-18 22:43:31.010477,0 days 00:00:05.157580,smoteen,Sum,ANOVA,17,2,9,19.0,3,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_wee...
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=17,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=3,
                                                                        weights='distance'),
                                             number=19,
                                             scaling_indicator='yes'))])",smoteen,no,Sum,,ANOVA,19.0,yes,1.0,1.0,1.0,1.0,1.0,0.2719695853544282,0.2501945569306129,0.024966191210386592,0.24980190009952374,0.2719695853544282,COMPLETE
11,0.27412233654678014,2022-10-18 22:43:31.189488,2022-10-18 22:43:52.462895,0 days 00:00:21.273407,smoteen,Sum,Lasso,41,2,9,13.0,1,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_wee...
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='Lasso',
                                             model=KNeighborsClassifier(leaf_size=41,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=1,
                                                                        weights='distance'),
                                             number=13,
                                             scaling_indicator='yes'))])",smoteen,no,Sum,,Lasso,13.0,yes,1.0,1.0,1.0,1.0,1.0,0.3030146425495263,0.27412233654678014,0.06713774007995814,0.352763015037592,0.3030146425495263,COMPLETE
12,0.28057564798493945,2022-10-18 22:43:52.606888,2022-10-18 22:44:13.981809,0 days 00:00:21.374921,smoteen,Helmert,Lasso,32,2,9,19.0,1,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='Lasso',
                                             model=KNeighborsClassifier(leaf_size=32,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=1,
                                                                        weights='distance'),
                                             number=19,
                                             scaling_indicator='yes'))])",smoteen,no,Helmert,,Lasso,19.0,yes,1.0,1.0,1.0,1.0,1.0,0.2935623403901657,0.28057564798493945,0.06926322245066084,0.3059204277595153,0.2935623403901657,COMPLETE
13,0.2624531057457887,2022-10-18 22:44:14.134797,2022-10-18 22:44:18.932334,0 days 00:00:04.797537,smoteen,Helmert,ANOVA,26,2,9,27.0,1,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=26,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=1,
                                                                        weights='distance'),
                                             number=27,
                                             scaling_indicator='yes'))])",smoteen,no,Helmert,,ANOVA,27.0,yes,1.0,1.0,1.0,1.0,1.0,0.29027418891759976,0.2624531057457887,0.03509994928257954,0.2670182876322736,0.29027418891759976,COMPLETE
14,0.23580588031393515,2022-10-18 22:44:19.093323,2022-10-18 22:44:25.505393,0 days 00:00:06.412070,no,Sum,Lasso,30,2,11,1.0,1,distance,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_week', 'Internet_in_week',
                                  'Tired_in_week', 'Conce...
                                             'Timestamp_day_of_year',
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='Lasso',
                                             model=KNeighborsClassifier(n_jobs=2,
                                                                        n_neighbors=11,
                                                                        p=1,
                                                                        weights='distance'),
                                             number=1,
                                             scaling_indicator='yes'))])",no,no,Sum,,Lasso,1.0,yes,0.26049041188252325,0.2482255762276152,0.10054914952337975,0.3033820466426506,0.26049041188252325,0.25339147286821706,0.23580588031393515,0.020973773125415405,0.23883928571428573,0.25339147286821706,COMPLETE
15,0.2782507564366495,2022-10-18 22:44:25.661381,2022-10-18 22:44:47.273980,0 days 00:00:21.612599,smoteen,Helmert,Lasso,33,2,9,19.0,1,uniform,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                             'Timestamp_day_of_year',
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='Lasso',
                                             model=KNeighborsClassifier(leaf_size=33,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=1),
                                             number=19,
                                             scaling_indicator='yes'))])",smoteen,no,Helmert,,Lasso,19.0,yes,0.4257805141477404,0.4324923156882908,0.22259372163805535,0.4595843121546965,0.4257805141477404,0.2924049329827583,0.2782507564366495,0.06831009519496586,0.29831290941951244,0.2924049329827583,COMPLETE
16,0.27692891049539253,2022-10-18 22:44:47.438980,2022-10-18 22:45:09.185427,0 days 00:00:21.746447,smoteen,Backward Difference,Lasso,12,2,9,7.0,1,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='Lasso',
                                             model=KNeighborsClassifier(leaf_size=12,
                                                                        n_jobs=2,
                                                                        n_neighbors=9,
                                                                        p=1,
                                                                        weights='distance'),
                                             number=7,
                                             scaling_indicator='yes'))])",smoteen,no,Backward Difference,,Lasso,7.0,yes,0.9256949458811293,0.9504149048846208,0.9282621536401359,0.9793919257340292,0.9256949458811293,0.3264018276742675,0.27692891049539253,0.08713325427971907,0.36664594938609896,0.3264018276742675,COMPLETE
17,0.2832451668989506,2022-10-18 22:45:09.328425,2022-10-18 22:45:31.089041,0 days 00:00:21.760616,smoteen,Helmert,Lasso,41,2,11,20.0,2,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='Lasso',
                                             model=KNeighborsClassifier(leaf_size=41,
                                                                        n_jobs=2,
                                                                        n_neighbors=11,
                                                                        weights='distance'),
                                             number=20,
                                             scaling_indicator='yes'))])",smoteen,no,Helmert,,Lasso,20.0,yes,1.0,1.0,1.0,1.0,1.0,0.3015734318569896,0.2832451668989506,0.09081546017636562,0.31455783883541394,0.3015734318569896,COMPLETE
18,0.28314294285947356,2022-10-18 22:45:31.250037,2022-10-18 22:45:52.703681,0 days 00:00:21.453644,smoteen,Helmert,Lasso,35,2,11,2.0,3,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='Lasso',
                                             model=KNeighborsClassifier(leaf_size=35,
                                                                        n_jobs=2,
                                                                        n_neighbors=11,
                                                                        p=3,
                                                                        weights='distance'),
                                             number=2,
                                             scaling_indicator='yes'))])",smoteen,no,Helmert,,Lasso,2.0,yes,0.31292982601783387,0.3168612095034909,0.15046561992458105,0.40941332204581565,0.31292982601783387,0.28561943726672406,0.28314294285947356,0.09850118162650545,0.30911643964448665,0.28561943726672406,COMPLETE
19,0.2289160808031423,2022-10-18 22:45:52.857680,2022-10-18 22:45:55.247188,0 days 00:00:02.389508,no,Helmert,ANOVA,45,2,11,12.0,1,distance,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=45,
                                                                        n_jobs=2,
                                                                        n_neighbors=11,
                                                                        p=1,
                                                                        weights='distance'),
                                             number=12,
                                             scaling_indicator='yes'))])",no,no,Helmert,,ANOVA,12.0,yes,0.9888888888888889,0.9938551479870888,0.9905852376642449,0.9992337164750958,0.9888888888888889,0.2496141975308642,0.2289160808031423,0.03842486479959013,0.21138773094539653,0.2496141975308642,COMPLETE
