number,value,datetime_start,datetime_complete,duration,params_balancing,params_contrast_method,params_feature_selection,params_leaf_size,params_n_jobs,params_n_neighbors,params_number_features,params_p,params_weights,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_contrast_encoding_method,user_attrs_damping,user_attrs_feature_selection,user_attrs_number_features,user_attrs_scaling_indicator,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
10,0.22990904645948018,2022-10-18 22:27:56.310021,2022-10-18 22:28:02.258077,0 days 00:00:05.948056,smoteen,Polynomial,ANOVA,12,2,11,19.0,3,uniform,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports...
                                             'Timestamp_day_of_year',
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=12,
                                                                        n_jobs=2,
                                                                        n_neighbors=11,
                                                                        p=3),
                                             number=19,
                                             scaling_indicator='yes'))])",smoteen,no,Polynomial,,ANOVA,19.0,yes,0.34308655642034536,0.34222934645902686,0.1382369420349642,0.35010723620715223,0.34308655642034536,0.24646903380328514,0.22990904645948018,0.017989123871185272,0.225256018516368,0.24646903380328514,COMPLETE
11,0.2863282861152571,2022-10-18 22:28:02.460011,2022-10-18 22:28:13.845280,0 days 00:00:11.385269,smoteen,Backward Difference,FeatureWiz,26,2,5,,1,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                             'Timestamp_day_of_year',
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=KNeighborsClassifier(leaf_size=26,
                                                                        n_jobs=2,
                                                                        p=1,
                                                                        weights='distance'),
                                             scaling_indicator='yes'))])",smoteen,no,Backward Difference,,FeatureWiz,,yes,1.0,1.0,1.0,1.0,1.0,0.28579414356138144,0.2863282861152571,0.06525168091773571,0.33507435420883186,0.28579414356138144,COMPLETE
12,0.2729970670501422,2022-10-18 22:28:14.042857,2022-10-18 22:28:25.801166,0 days 00:00:11.758309,smoteen,Backward Difference,FeatureWiz,17,2,5,,1,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                             'Timestamp_day_of_year',
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=KNeighborsClassifier(leaf_size=17,
                                                                        n_jobs=2,
                                                                        p=1,
                                                                        weights='distance'),
                                             scaling_indicator='yes'))])",smoteen,no,Backward Difference,,FeatureWiz,,yes,1.0,1.0,1.0,1.0,1.0,0.2707586138456191,0.2729970670501422,0.04761657839597919,0.32010356040823273,0.2707586138456191,COMPLETE
13,0.2831635636295608,2022-10-18 22:28:25.968056,2022-10-18 22:28:37.278324,0 days 00:00:11.310268,smoteen,Backward Difference,FeatureWiz,21,2,5,,1,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                             'Timestamp_day_of_year',
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=KNeighborsClassifier(leaf_size=21,
                                                                        n_jobs=2,
                                                                        p=1,
                                                                        weights='distance'),
                                             scaling_indicator='yes'))])",smoteen,no,Backward Difference,,FeatureWiz,,yes,1.0,1.0,1.0,1.0,1.0,0.27897275924356707,0.2831635636295608,0.05514406254060119,0.3181300622642467,0.27897275924356707,COMPLETE
14,0.22908064053934873,2022-10-18 22:28:37.521739,2022-10-18 22:28:52.086408,0 days 00:00:14.564669,smoteen,Polynomial,FeatureWiz,30,2,5,,3,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports...
                                             'Timestamp_day_of_month',
                                             'Timestamp_day_of_year',
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=KNeighborsClassifier(n_jobs=2,
                                                                        p=3,
                                                                        weights='distance'),
                                             scaling_indicator='yes'))])",smoteen,no,Polynomial,,FeatureWiz,,yes,1.0,1.0,1.0,1.0,1.0,0.2433566275059543,0.22908064053934873,0.01515707476514431,0.23450121723711512,0.2433566275059543,COMPLETE
15,0.2718426283152591,2022-10-18 22:28:52.290792,2022-10-18 22:28:55.066024,0 days 00:00:02.775232,no,Backward Difference,ANOVA,28,2,5,13.0,1,distance,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                             'Timestamp_day_of_year',
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=KNeighborsClassifier(leaf_size=28,
                                                                        n_jobs=2,
                                                                        p=1,
                                                                        weights='distance'),
                                             number=13,
                                             scaling_indicator='yes'))])",no,no,Backward Difference,,ANOVA,13.0,yes,0.9923931623931624,0.9958173199307104,0.9930385485939354,0.9994239631336406,0.9923931623931624,0.27296338723307306,0.2718426283152591,0.0874567154558648,0.3279183512461727,0.27296338723307306,COMPLETE
16,0.2765246116924857,2022-10-18 22:28:55.264982,2022-10-18 22:29:07.335018,0 days 00:00:12.070036,smoteen,Helmert,FeatureWiz,27,2,11,,1,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=KNeighborsClassifier(leaf_size=27,
                                                                        n_jobs=2,
                                                                        n_neighbors=11,
                                                                        p=1,
                                                                        weights='distance'),
                                             scaling_indicator='yes'))])",smoteen,no,Helmert,,FeatureWiz,,yes,1.0,1.0,1.0,1.0,1.0,0.28004337290088,0.2765246116924857,0.04506709593695552,0.30797331610220796,0.28004337290088,COMPLETE
17,0.2450672737130798,2022-10-18 22:29:07.534238,2022-10-18 22:29:14.154254,0 days 00:00:06.620016,smoteen,Backward Difference,FeatureImportance_ET,23,2,3,19.0,2,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=KNeighborsClassifier(leaf_size=23,
                                                                        n_jobs=2,
                                                                        n_neighbors=3,
                                                                        weights='distance'),
                                             number=19,
                                             scaling_indicator='yes'))])",smoteen,no,Backward Difference,,FeatureImportance_ET,19.0,yes,0.9957799145299145,0.9976695475356242,0.9953765173560897,0.9996137499641947,0.9957799145299145,0.25752413980688155,0.2450672737130798,0.04448959067941971,0.24007941341194697,0.25752413980688155,COMPLETE
18,0.22772570308445536,2022-10-18 22:29:14.495543,2022-10-18 22:29:22.840171,0 days 00:00:08.344628,no,Helmert,FeatureWiz,13,2,5,,3,distance,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                             'Timestamp_day_of_year',
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=KNeighborsClassifier(leaf_size=13,
                                                                        n_jobs=2,
                                                                        p=3,
                                                                        weights='distance'),
                                             scaling_indicator='yes'))])",no,no,Helmert,,FeatureWiz,,yes,1.0,1.0,1.0,1.0,1.0,0.24729220499569338,0.22772570308445536,0.005182434208716166,0.21103292533320453,0.24729220499569338,COMPLETE
19,0.2670093899469524,2022-10-18 22:29:23.067444,2022-10-18 22:29:47.010176,0 days 00:00:23.942732,smoteen,Helmert,Lasso,25,2,5,27.0,2,distance,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in...
                                             'Timestamp_day_of_year',
                                             'Birth_Date_month',
                                             'Birth_Date_quarter',
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='Lasso',
                                             model=KNeighborsClassifier(leaf_size=25,
                                                                        n_jobs=2,
                                                                        weights='distance'),
                                             number=27,
                                             scaling_indicator='yes'))])",smoteen,no,Helmert,,Lasso,27.0,yes,1.0,1.0,1.0,1.0,1.0,0.25943424888498323,0.2670093899469524,0.03238232842377974,0.33840102551902856,0.25943424888498323,COMPLETE
