number,value,datetime_start,datetime_complete,duration,params_C,params_balancing,params_class_weight,params_cluster_indicator,params_contrast_method,params_damping,params_dual,params_feature_selection,params_max_iter,params_n_jobs,params_number_features,params_penalty,params_solver,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_contrast_encoding_method,user_attrs_damping,user_attrs_feature_selection,user_attrs_number_features,user_attrs_scaling_indicator,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
30,0.27170033069373123,2022-10-18 20:59:19.597786,2022-10-18 20:59:39.054454,0 days 00:00:19.456668,0.22691024189633968,smoteen,balanced,yes,Sum,0.8191626180058381,False,MutualInformation,100000,2,17.0,l1,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_wee...
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.8191626180058381,
                                             method='MutualInformation',
                                             model=LogisticRegression(C=0.22691024189633968,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=17,
                                             scaling_indicator='yes'))])",smoteen,yes,Sum,0.8191626180058381,MutualInformation,17.0,yes,0.33754330339164973,0.3415268349242127,0.14348448731263352,0.3665350308351707,0.33754330339164973,0.2736134576735352,0.27170033069373123,0.07873235394390689,0.37734835655429455,0.2736134576735352,COMPLETE
31,0.256914978303547,2022-10-18 20:59:39.206465,2022-10-18 21:00:08.926714,0 days 00:00:29.720249,0.18158468461420554,smoteen,balanced,yes,Sum,0.8429811638839518,False,FeatureWiz,100000,2,,l1,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_wee...
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.8429811638839518,
                                             method='FeatureWiz',
                                             model=LogisticRegression(C=0.18158468461420554,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             scaling_indicator='yes'))])",smoteen,yes,Sum,0.8429811638839518,FeatureWiz,,yes,0.3771119520828077,0.40599778631712446,0.23114325326501972,0.48450767873078276,0.3771119520828077,0.26441341460721307,0.256914978303547,0.03874360646798386,0.3276758830162771,0.26441341460721307,COMPLETE
32,0.20326726201875822,2022-10-18 21:00:09.073622,2022-10-18 21:00:28.298680,0 days 00:00:19.225058,0.23965506948221937,smoteen,balanced,yes,Sum,0.8564278089282151,False,MutualInformation,100000,2,10.0,l1,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_wee...
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.8564278089282151,
                                             method='MutualInformation',
                                             model=LogisticRegression(C=0.23965506948221937,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=10,
                                             scaling_indicator='yes'))])",smoteen,yes,Sum,0.8564278089282151,MutualInformation,10.0,yes,0.3001567334732625,0.30561017242672944,0.08269550685165213,0.32012135849957557,0.3001567334732625,0.2709104938271605,0.20326726201875822,0.05338624303738257,0.268239199324567,0.2709104938271605,COMPLETE
33,0.23803637989582085,2022-10-18 21:00:28.448169,2022-10-18 21:00:35.883159,0 days 00:00:07.434990,0.6714013247896712,smoteen,None,no,Sum,,False,MutualInformation,100000,2,17.0,l1,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_wee...
                                             'Birth_Date_week',
                                             'Birth_Date_day_of_week',
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(method='MutualInformation',
                                             model=LogisticRegression(C=0.6714013247896712,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=17,
                                             scaling_indicator='yes'))])",smoteen,no,Sum,,MutualInformation,17.0,yes,0.36853145453189234,0.3434921559848405,0.15039075435549507,0.34461022158385735,0.36853145453189234,0.2913513991033371,0.23803637989582085,0.06026070211908035,0.33073695249773993,0.2913513991033371,COMPLETE
34,0.21479709284652423,2022-10-18 21:00:36.023442,2022-10-18 21:01:17.773370,0 days 00:00:41.749928,0.30694276548717886,smoteen,balanced,yes,Sum,0.9232480233338975,False,Lasso,100000,2,24.0,l2,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_wee...
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.9232480233338975,
                                             method='Lasso',
                                             model=LogisticRegression(C=0.30694276548717886,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=24,
                                             scaling_indicator='yes'))])",smoteen,yes,Sum,0.9232480233338975,Lasso,24.0,yes,0.4280667810136727,0.45104509843371243,0.32026845101461027,0.5064892946628512,0.4280667810136727,0.2787790697674418,0.21479709284652423,0.0403879713901331,0.24594474153297685,0.2787790697674418,COMPLETE
35,0.21301625555549694,2022-10-18 21:01:17.953614,2022-10-18 21:03:04.377480,0 days 00:01:46.423866,0.5436087376139785,no,balanced,yes,Sum,0.7684344334020854,False,FeatureImportance_ET,100000,2,26.0,l1,saga,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_week', 'Internet_in_week',
                                  'Tired_in_week', 'Conce...
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.7684344334020854,
                                             method='FeatureImportance_ET',
                                             model=LogisticRegression(C=0.5436087376139785,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=26,
                                             scaling_indicator='yes'))])",no,yes,Sum,0.7684344334020854,FeatureImportance_ET,26.0,yes,0.5722737546030106,0.3873586902207087,0.29584648815236014,0.4404383292859639,0.5722737546030106,0.34265774420813183,0.21301625555549694,0.10418027364927919,0.37288992743732335,0.34265774420813183,COMPLETE
36,0.22532225601042474,2022-10-18 21:03:04.522666,2022-10-18 21:03:25.390390,0 days 00:00:20.867724,0.08007610079700335,smoteen,balanced,yes,Backward Difference,0.8524274084614116,False,MutualInformation,100000,2,17.0,l1,saga,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.8524274084614116,
                                             method='MutualInformation',
                                             model=LogisticRegression(C=0.08007610079700335,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=17,
                                             scaling_indicator='yes'))])",smoteen,yes,Backward Difference,0.8524274084614116,MutualInformation,17.0,yes,0.318854105060431,0.32440901590864724,0.11666782755843279,0.3641536710496163,0.318854105060431,0.23950617283950618,0.22532225601042474,0.008780157594548902,0.22294603571221938,0.23950617283950618,COMPLETE
37,0.28282801142356245,2022-10-18 21:03:25.526295,2022-10-18 21:04:07.448846,0 days 00:00:41.922551,0.09291066666594774,no,balanced,yes,Sum,0.9486577218995499,False,MutualInformation,100000,2,9.0,l1,saga,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_week', 'Internet_in_week',
                                  'Tired_in_week', 'Conce...
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.9486577218995499,
                                             method='MutualInformation',
                                             model=LogisticRegression(C=0.09291066666594774,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=9,
                                             scaling_indicator='yes'))])",no,yes,Sum,0.9486577218995499,MutualInformation,9.0,yes,0.3795334567467034,0.32626210604641814,0.1806941301325337,0.37546053564525317,0.3795334567467034,0.3457543784094172,0.28282801142356245,0.12422377340950601,0.301769963170303,0.3457543784094172,COMPLETE
38,0.28492927705243826,2022-10-18 21:04:07.594077,2022-10-18 21:04:26.322699,0 days 00:00:18.728622,0.1446337755834895,no,balanced,yes,Sum,0.9397221418138794,False,MutualInformation,100000,2,4.0,l2,saga,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_week', 'Internet_in_week',
                                  'Tired_in_week', 'Conce...
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.9397221418138794,
                                             method='MutualInformation',
                                             model=LogisticRegression(C=0.1446337755834895,
                                                                      class_weight='balanced',
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=4,
                                             scaling_indicator='yes'))])",no,yes,Sum,0.9397221418138794,MutualInformation,4.0,yes,0.423938816915308,0.3229639088442977,0.17884973836486331,0.3331386578810008,0.423938816915308,0.38708016874326545,0.28492927705243826,0.14122041676107783,0.306035408105569,0.38708016874326545,COMPLETE
39,0.22862163685870907,2022-10-18 21:04:26.488243,2022-10-18 21:04:31.483217,0 days 00:00:04.994974,0.024380678492598694,no,None,yes,Sum,0.783711988182727,False,MutualInformation,100000,2,6.0,l1,saga,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_week', 'Internet_in_week',
                                  'Tired_in_week', 'Conce...
                                             'Birth_Date_day_of_month',
                                             'Birth_Date_day_of_year'])],
                ('scaling', ScalingTransformer()),
                ('featureselection',
                 FeatureSelectionTransformer(cluster_indicator='yes',
                                             damping=0.783711988182727,
                                             method='MutualInformation',
                                             model=LogisticRegression(C=0.024380678492598694,
                                                                      max_iter=100000,
                                                                      n_jobs=2,
                                                                      penalty='l1',
                                                                      random_state=120,
                                                                      solver='saga'),
                                             number=6,
                                             scaling_indicator='yes'))])",no,yes,Sum,0.783711988182727,MutualInformation,6.0,yes,0.25,0.22862184038199998,0.0,0.21061197916666666,0.25,0.25,0.22862163685870907,0.0,0.21061197916666666,0.25,COMPLETE
