number,value,datetime_start,datetime_complete,duration,params_balancing,params_ccp_alpha,params_class_weight,params_contrast_method,params_feature_selection,params_number_features,user_attrs_Pipeline,user_attrs_balancing_indicator,user_attrs_cluster_indicator,user_attrs_contrast_encoding_method,user_attrs_damping,user_attrs_feature_selection,user_attrs_number_features,user_attrs_scaling_indicator,user_attrs_train_balanced_accuracy,user_attrs_train_f1_score,user_attrs_train_matthews_corrcoef,user_attrs_train_precision_score,user_attrs_train_recall_score,user_attrs_val_balanced_accuracy,user_attrs_val_f1_score,user_attrs_val_matthews_corrcoef,user_attrs_val_precision_score,user_attrs_val_recall_score,state
21,0.22878350763312896,2022-10-19 09:05:57.823233,2022-10-19 09:06:00.027654,0 days 00:00:02.204421,no,0.09492239491602987,None,Helmert,FeatureImportance_ET,12.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=DecisionTreeClassifier(ccp_alpha=0.09492239491602987,
                                                                          random_state=120),
                                             number=12))])",no,no,Helmert,,FeatureImportance_ET,12.0,no,0.25,0.22878357143713943,0.0,0.2108865378343118,0.25,0.25,0.22878350763312896,0.0,0.21088643790849673,0.25,COMPLETE
22,0.22878350763312896,2022-10-19 09:06:00.177163,2022-10-19 09:06:02.448006,0 days 00:00:02.270843,no,0.09274675331479364,None,Helmert,FeatureImportance_ET,18.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=DecisionTreeClassifier(ccp_alpha=0.09274675331479364,
                                                                          random_state=120),
                                             number=18))])",no,no,Helmert,,FeatureImportance_ET,18.0,no,0.25,0.22878357143713943,0.0,0.2108865378343118,0.25,0.25,0.22878350763312896,0.0,0.21088643790849673,0.25,COMPLETE
23,0.11330056218080098,2022-10-19 09:06:02.606918,2022-10-19 09:06:06.948199,0 days 00:00:04.341281,smoteen,0.023927005598071757,None,Backward Difference,FeatureImportance_ET,2.0,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household'...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=DecisionTreeClassifier(ccp_alpha=0.023927005598071757,
                                                                          random_state=120),
                                             number=2))])",smoteen,no,Backward Difference,,FeatureImportance_ET,2.0,no,0.40436989879306545,0.2884095201359775,0.1747593792114883,0.3998893617264798,0.40436989879306545,0.24784885609804017,0.11330056218080098,5.103638277647801e-05,0.1967830923428073,0.24784885609804017,COMPLETE
24,0.22878350763312896,2022-10-19 09:06:07.109359,2022-10-19 09:06:12.412069,0 days 00:00:05.302710,no,0.08578769396345849,None,Polynomial,Lasso,21.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports_in_week', 'Internet_in_week',
                                         'Tired_in_week'...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='Lasso',
                                             model=DecisionTreeClassifier(ccp_alpha=0.08578769396345849,
                                                                          random_state=120),
                                             number=21))])",no,no,Polynomial,,Lasso,21.0,no,0.25,0.22878357143713943,0.0,0.2108865378343118,0.25,0.25,0.22878350763312896,0.0,0.21088643790849673,0.25,COMPLETE
25,0.22878350763312896,2022-10-19 09:06:12.580164,2022-10-19 09:06:14.911397,0 days 00:00:02.331233,no,0.07359146912803366,None,Helmert,FeatureImportance_ET,6.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=DecisionTreeClassifier(ccp_alpha=0.07359146912803366,
                                                                          random_state=120),
                                             number=6))])",no,no,Helmert,,FeatureImportance_ET,6.0,no,0.25,0.22878357143713943,0.0,0.2108865378343118,0.25,0.25,0.22878350763312896,0.0,0.21088643790849673,0.25,COMPLETE
26,0.02704658525554048,2022-10-19 09:06:15.050264,2022-10-19 09:06:17.313965,0 days 00:00:02.263701,no,0.09391056903618307,balanced,Helmert,FeatureImportance_ET,5.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 HelmertEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                      'Sports_in_week', 'Internet_in_week',
                                      'Tired_in_week', 'C...
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=DecisionTreeClassifier(ccp_alpha=0.09391056903618307,
                                                                          class_weight='balanced',
                                                                          random_state=120),
                                             number=5))])",no,no,Helmert,,FeatureImportance_ET,5.0,no,0.25,0.026750004240378582,0.0,0.014175444899706457,0.25,0.25,0.02704658525554048,0.0,0.0143484477124183,0.25,COMPLETE
27,0.22878350763312896,2022-10-19 09:06:17.460456,2022-10-19 09:06:19.687099,0 days 00:00:02.226643,no,0.030813047439251028,None,Backward Difference,FeatureImportance_ET,1.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=DecisionTreeClassifier(ccp_alpha=0.030813047439251028,
                                                                          random_state=120),
                                             number=1))])",no,no,Backward Difference,,FeatureImportance_ET,1.0,no,0.25,0.22878357143713943,0.0,0.2108865378343118,0.25,0.25,0.22878350763312896,0.0,0.21088643790849673,0.25,COMPLETE
28,0.2289454422115593,2022-10-19 09:06:19.878999,2022-10-19 09:06:22.158346,0 days 00:00:02.279347,no,0.003502367092198557,None,Backward Difference,FeatureImportance_ET,1.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureImportance_ET',
                                             model=DecisionTreeClassifier(ccp_alpha=0.003502367092198557,
                                                                          random_state=120),
                                             number=1))])",no,no,Backward Difference,,FeatureImportance_ET,1.0,no,0.25625000000000003,0.2406551084218652,0.06049951658164182,0.29463495198802203,0.25625000000000003,0.25,0.2289454422115593,0.021498370640190712,0.2111621732026144,0.25,COMPLETE
29,0.22878350763312896,2022-10-19 09:06:22.317437,2022-10-19 09:06:40.147485,0 days 00:00:17.830048,no,0.08656524153759584,None,Sum,BorutaShap,,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 SumEncoder(cols=['Fruitveg_ytd', 'Number_people_household',
                                  'Sports_in_week', 'Internet_in_week',
                                  'Tired_in_week', 'Conce...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='BorutaShap',
                                             model=DecisionTreeClassifier(ccp_alpha=0.08656524153759584,
                                                                          random_state=120)))])",no,no,Sum,,BorutaShap,,no,0.25,0.22878357143713943,0.0,0.2108865378343118,0.25,0.25,0.22878350763312896,0.0,0.21088643790849673,0.25,COMPLETE
30,0.3081147197108414,2022-10-19 09:06:40.309866,2022-10-19 09:06:45.414430,0 days 00:00:05.104564,no,0.0011606327157163473,None,Backward Difference,FeatureWiz,,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=DecisionTreeClassifier(ccp_alpha=0.0011606327157163473,
                                                                          random_state=120)))])",no,no,Backward Difference,,FeatureWiz,,no,0.595244681093397,0.6230370316104783,0.5369643333662563,0.6723208160278368,0.595244681093397,0.3208976494854708,0.3081147197108414,0.08700480469849019,0.33812570906291245,0.3208976494854708,COMPLETE
31,0.277354593394618,2022-10-19 09:06:45.561450,2022-10-19 09:06:50.386880,0 days 00:00:04.825430,no,0.00869579669826381,None,Backward Difference,FeatureWiz,,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=DecisionTreeClassifier(ccp_alpha=0.00869579669826381,
                                                                          random_state=120)))])",no,no,Backward Difference,,FeatureWiz,,no,0.27684046016625863,0.27555119289424945,0.19316518549721207,0.3518470726680963,0.27684046016625863,0.282712460522538,0.277354593394618,0.08424004542222631,0.2961227867388554,0.282712460522538,COMPLETE
32,0.2566039938586377,2022-10-19 09:06:50.534089,2022-10-19 09:06:52.632473,0 days 00:00:02.098384,no,0.007775428210902841,None,Backward Difference,ANOVA,7.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=DecisionTreeClassifier(ccp_alpha=0.007775428210902841,
                                                                          random_state=120),
                                             number=7))])",no,no,Backward Difference,,ANOVA,7.0,no,0.27951820861606586,0.27112410537877235,0.09758546029466332,0.27848072661355866,0.27951820861606586,0.2692901234567901,0.2566039938586377,0.047862945276112574,0.25376557083697177,0.2692901234567901,COMPLETE
33,0.24745274747750293,2022-10-19 09:06:52.783119,2022-10-19 09:06:57.716517,0 days 00:00:04.933398,no,0.0005552447756241506,None,Backward Difference,FeatureWiz,,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=DecisionTreeClassifier(ccp_alpha=0.0005552447756241506,
                                                                          random_state=120)))])",no,no,Backward Difference,,FeatureWiz,,no,0.5486709501672707,0.5962259602529835,0.5112479742459547,0.7068598814566558,0.5486709501672707,0.2615313855266936,0.24745274747750293,0.022011019639087484,0.2790376127572614,0.2615313855266936,COMPLETE
34,0.22794335567520962,2022-10-19 09:06:57.859276,2022-10-19 09:07:02.951742,0 days 00:00:05.092466,no,0.015179721858773997,None,Backward Difference,FeatureWiz,,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=DecisionTreeClassifier(ccp_alpha=0.015179721858773997,
                                                                          random_state=120)))])",no,no,Backward Difference,,FeatureWiz,,no,0.26153325599381283,0.24660858508908037,0.06994333059036938,0.24038541028519736,0.26153325599381283,0.2476851851851852,0.22794335567520962,0.0015649431572984339,0.21113845403752898,0.2476851851851852,COMPLETE
35,0.2450085923254853,2022-10-19 09:07:03.115890,2022-10-19 09:07:05.137086,0 days 00:00:02.021196,no,0.005089867718636811,balanced,Backward Difference,ANOVA,1.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=DecisionTreeClassifier(ccp_alpha=0.005089867718636811,
                                                                          class_weight='balanced',
                                                                          random_state=120),
                                             number=1))])",no,no,Backward Difference,,ANOVA,1.0,no,0.41608299679560085,0.3050320070713248,0.1467912642983138,0.31368482163576866,0.41608299679560085,0.2914657849403871,0.2450085923254853,0.1062049558942479,0.2716162916364376,0.2914657849403871,COMPLETE
36,0.22878350763312896,2022-10-19 09:07:05.297606,2022-10-19 09:07:07.386091,0 days 00:00:02.088485,no,0.008973538138977303,None,Backward Difference,ANOVA,1.0,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_month',
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='ANOVA',
                                             model=DecisionTreeClassifier(ccp_alpha=0.008973538138977303,
                                                                          random_state=120),
                                             number=1))])",no,no,Backward Difference,,ANOVA,1.0,no,0.25,0.22878357143713943,0.0,0.2108865378343118,0.25,0.25,0.22878350763312896,0.0,0.21088643790849673,0.25,COMPLETE
37,0.25477726505116177,2022-10-19 09:07:07.538479,2022-10-19 09:07:12.452571,0 days 00:00:04.914092,no,0.008324137282117582,balanced,Backward Difference,FeatureWiz,,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=DecisionTreeClassifier(ccp_alpha=0.008324137282117582,
                                                                          class_weight='balanced',
                                                                          random_state=120)))])",no,no,Backward Difference,,FeatureWiz,,no,0.6436492719819797,0.4764598670091562,0.32557817429912767,0.44764680746468155,0.6436492719819797,0.2989248530456201,0.25477726505116177,0.07980490833663156,0.2977451230813643,0.2989248530456201,COMPLETE
38,0.28228124872790433,2022-10-19 09:07:12.602484,2022-10-19 09:07:17.489174,0 days 00:00:04.886690,no,0.005712611827769841,balanced,Backward Difference,FeatureWiz,,"Pipeline(memory='Caching',
         steps=[['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 BackwardDifferenceEncoder(cols=['Fruitveg_ytd',
                                                 'Number_people_household',
                                                 'Sports_in_week',
                                                 'Internet_in_week',
                                                 'Tired_...
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=DecisionTreeClassifier(ccp_alpha=0.005712611827769841,
                                                                          class_weight='balanced',
                                                                          random_state=120)))])",no,no,Backward Difference,,FeatureWiz,,no,0.6197230893269517,0.4555450120199677,0.32663926739745114,0.4435056618543524,0.6197230893269517,0.32652422669507536,0.28228124872790433,0.07864742575764752,0.29794624269812736,0.32652422669507536,COMPLETE
39,0.16381201044521657,2022-10-19 09:07:17.637144,2022-10-19 09:07:24.965083,0 days 00:00:07.327939,smoteen,0.013618266061662155,balanced,Polynomial,FeatureWiz,,"Pipeline(memory='Caching',
         steps=[('smote', SMOTEN(n_jobs=2, random_state=120)),
                ['feature_engine', FeatureEngineTransformer()],
                ['interval_encoding', IntervalDataTransformer()],
                ['binary_encoding', BinaryDataTransformer()],
                ['ordinal_encoding', OrdinalDataTransformer()],
                ['contrast_data',
                 PolynomialEncoder(cols=['Fruitveg_ytd',
                                         'Number_people_household',
                                         'Sports...
                                       'Timestamp_day_of_year',
                                       'Birth_Date_month', 'Birth_Date_quarter',
                                       'Birth_Date_week',
                                       'Birth_Date_day_of_week',
                                       'Birth_Date_day_of_month',
                                       'Birth_Date_day_of_year'],
                                 drop_invariant=True)],
                ('featureselection',
                 FeatureSelectionTransformer(method='FeatureWiz',
                                             model=DecisionTreeClassifier(ccp_alpha=0.013618266061662155,
                                                                          class_weight='balanced',
                                                                          random_state=120)))])",smoteen,no,Polynomial,,FeatureWiz,,no,0.3950677387496402,0.3406663331184412,0.14913435506859088,0.4395059392612653,0.3950677387496402,0.2632518662072925,0.16381201044521657,0.006889922144763976,0.21702986704497618,0.2632518662072925,COMPLETE
